brand|name_perfume|family|subfamily|fragrances|ingredients|origin|gender|years|description|image_name
Asabi|Asabi № 3 Intense|FLORAL|AMBERY (ORIENTAL)|Floral Amber Crisp Gourmand|['Jasmine (Sambac)', 'Caramel', 'Honeysuckle', 'Iris / Orris', 'Rose', 'Bergamot', 'Neroli', 'Vanilla', 'Musk']||Unisex|2021|Asabi® № 3 Intense hypnotises with its aromatic and sweet scent and is a delight for connoisseurs of sensual pleasures.|qnojkm5p3cp0c31prjjff3p31jtm0cjxhfgyjzg3ecjjtuk1d8p6lh1o4hhe-w500-q85.jpg
Avon|Luck For Her|WOODY|AMBERY (ORIENTAL)|Woody Amber Fresher Gourmand|['Sandalwood', 'Rose', 'Amber', 'Vanilla', 'Bergamot', 'Caramel', 'Gardenia', 'Jasmine']|United States of America|Female|2014|This sparkling and intensely alluring fragrance dances and dazzles with every turn. Exquisitely feminine, provocative and intoxicating notes will leave you feeling on top of the world and sexier than ever. Dare to be lucky in love and celebrate with the seductive temptation of Luck for Her!|ub9txqqx5qnwlhmvivhwcu1ij0jcslqgjcwf9s2q2sl3yquwmdzv1gof7sf3-w500-q85.jpg
Philosophy|Pure Grace Tropical Summer 2021|FLORAL|CITRUS|Floral Fresher Citrus|['Freesia', 'Musk', 'Orange Blossom', 'Clementine', 'Grapefruit', 'Sandalwood', 'Ambrox (Ambergris)']|United States of America|Female|2021|Revel in a summer state of mind with Pure Grace Tropical Summer. Luscious, sparkling and carefree, this fragrance is made for sunny moments!|nuzfllozsnh2g3x0fuba6xcrtrpvi8skbsc2ck6fy2qjqzbopieqya3ji31n-w500-q85.jpg
Boitown|Boitown By Boitown|FLORAL|CITRUS|Soft Floral Crisp Citrus|['Citruses', 'Ambrette Seed', 'Peony', 'Violet', 'Geranium', 'Ambergris', 'Cedarwood']||Female|2019|The elegant floral fragrance makes you feel like you are surrounded by flowers, feeling the fragrance brought by different levels of flower waves.|vgbs049yggquvfob9mho7f2rov50b5yymnfnia08acucrbiycb0f7oqoz1dx-w500-q85.jpg
Geoffrey Beene|Eau De Grey Flannel|WOODY|CITRUS|Woods Fresher|['Cedarwood', 'Lemon', 'Lavender', 'Sandalwood', 'Vetiver', 'Woody Notes', 'Mandarin', 'Musk', 'Patchouli', 'Clary Sage', 'Star Anise', 'Thyme']|United States of America|Male|1996|Instantly reveals itself with fresh, green notes of anise star, cypress, cedar leaf, Italian lemon oil, mandarin and herbal thyme. The fragrance develops into a spicy bouquet of lavender, clary sage, and earthy patchouli and eucalyptus. Although it lingers in delicacy, the fragrance is still rich in woody, earthen base notes of sandalwood, sheer musk, soft woods and vetiver.|2gv84t0xfvay41l4vob0upv6orpphuoto2zkkaa2alqbu6rlzcgbqfk8xboo-w500-q85.jpg
The 7 Virtues|Blackberry Lily|FLORAL|FRUITY|Floral Fresher Fruity|['Blackberry', 'Lily Of The Valley', 'Magnolia', 'Rose', 'Amber', 'Caramel', 'Cedarwood', 'Geranium', 'Grapefruit', 'Patchouli', 'Vetiver', 'Blackcurrant Bud']|Canada|Unisex|2020|Blackberry Lily is a warm perfume inspired by cosy gatherings with the ones you love. Enjoy endless compliments. Bring aromatherapy joy to those around you.|lqt1pmjy23p6fnfpmpuopck2fjuehc4r5uktptbv7q249jeri9xqci7dqeuf-w500-q85.jpg
Women'Secret|Laugh|FLORAL|AMBERY (ORIENTAL)|Floral Amber Fresher Fruity|['Orange Blossom', 'Vanilla', 'Jasmine', 'Mandarin', 'Musk', 'Peach', 'Sandalwood']|Spain|Female|2020|The perfect feminine fragrance for your daily use.|ntm7zex0sart7uitlay564kv8na7fmpdaumfpmrs86guh826ngegjupnm8br-w500-q85.jpg
Avon|Rare Flowers Night Orchid|FLORAL|FLORAL|Floral Fresher White Flower|['Orchid', 'Gardenia', 'Bitter Orange', 'Violet', 'Cashmeran (Woody musky)', 'Pink Pepper', 'Suede', 'Vanilla']|United States of America|Female|2019|Be enchanted by this luxurious and opulent perfume. Just like a rare flower, you are precious.|ahqg07nwrlk9erdty97xtrz1ap9gad4ejicc2mdzxykwdx5yggldacs4ug1e-w500-q85.jpg
Guerlain|Sous Le Vent|CHYPRE|GREEN|Mossy Woods Fresher Green|['Jasmine', 'Tarragon', 'Woody Notes', 'Green Notes', 'Bergamot', 'Carnation', 'Iris / Orris', 'Lavender']|France|Female|2006|It was going to be a beautiful night. It was 1933 and hedonistic Paris resonated with the tumult of the parties thrown by Diaghilev. She reached for her perfume bottle, a gift from Jacques Guerlain, in a gesture that had become a reflex. With a shy smile, he had confessed that he had chosen the name while day-dreaming of faraway islands: the Leeward Islands, in French named Les Îles Sous le Vent.|gxwl9nfh42nd1lahsd7uhocf46ek2bqcapghhnit9lg4nm7ylgff0wjs90aj-w500-q85.jpg
Jo Malone London|Whisky & Cedarwood 2017|WOODY|GOURMAND|Woods Fresher Gourmand|['Cedarwood', 'Cinnamon', 'Patchouli', 'Rose']|United Kingdom|Unisex|2017|"""When we visited Charleston in the middle of the English countryside, I didn't know what to expect but I fell in love with it. When I was there, I made a storyline in my head from morning to afternoon to evening so the five fragrances have a natural evolution. What I particularly loved about the Bloomsbury Set was the juxtaposition of domesticity and simplicity with this hugely intellectual environment,"" Yann Vasnier, Perfumer."|b436o3k1oyhv6rzm3s1ts90q3jpcnyxb1jyk1eg328nnucinc7e8vipa15fl-w500-q85.jpg
Thameen|Sparkling Opal|WOODY|AMBERY (ORIENTAL)|Woody Amber Classical|['Oud / Agarwood', 'Guaiac Wood', 'Ginger', 'Cedarwood', 'Ciste Labdanum', 'Sandalwood', 'Cinnamon', 'Elemi', 'Incense / Olibanum', 'Iris / Orris', 'Jasmine', 'Rose', 'Vanilla', 'Cardamom', 'Leather', 'Musk', 'Nutmeg', 'Pepper', 'Saffron']|United Kingdom|Unisex|2020|Celebrating Thameen’s arrival into Harrods, we have specially created a luminous new fragrance, Sparkling Opal. This perfume is the latest addition to our Treasure Collection of fragrances inspired by the world’s most precious gemstones and jewels. Opal has been admired by royalty for centuries and was Queen Victoria’s favourite gemstone due to its sheen and iridescent appearance.|4rmk622sx6t0eevbx1ild1kfaal8qmanf5n9ouu1md8pi1wcfkoa918x2zyg-w500-q85.jpg
Donna Karan Dkny|Be Tempted|AMBERY (ORIENTAL)|GOURMAND|Amber Fresher Gourmand|['Vanilla', 'Rose', 'Blackcurrant Bud', 'Myrrh', 'Lemon', 'Orange Blossom', 'Violet', 'Patchouli (Indonesia)']|United States of America|Female|2016|Capturing the lights of the city in the night sky, and the glow from within, the seduction of the Big Apple draws you in closer than ever. This story of seduction is revisited with an apple that is redder, shiner, and sexier. DKNY Be Tempted is an addictive scent that expresses a sensorial seduction.|sbwxtadg9ah5gb9g7zczptuquurkkp5vjyk3844hl2lhk0ovjzdnnc05iqom-w500-q85.jpg
Oriflame|Giordani Gold (2012)|FLORAL|FLORAL|Floral Fresher White Flower|['Orange Blossom', 'Mandarin', 'Patchouli', 'Jasmine', 'Lily', 'Lemon', 'Musk']|Sweden|Female|2016|Luminous sun-ripened mandarin blends with divine madonna lily and the sensuality of patchouli. Voluptuously decadent yet never out of fashion, Giordani Gold Eau de Parfum is pure radiance and splendour for the modern woman.|rvp13uitj5c2s7viplmzl59z3d4e2u84z26x8ecetlu2k1by8nf08swgzj1a-w500-q85.jpg
Benetton|Hot Gold|FLORAL|FRUITY|Floral Fresher Fruity|['Mimosa', 'Apple', 'Musk', 'Rose', 'Peach', 'Amber', 'Bergamot', 'Sandalwood']|Italy|Female|2011|It's Latin name for aurum - meaning shining dawn – gives a hint of the multiple evocations of gold. Gold is light and love, hope happiness. Hot Gold for women captures these associations in a light and elegant.|x1de09lpipiv7qp4m07sppdq11046lla82ymueija82e0sgea65iymyr0cn3-w500-q85.jpg
Demeter Fragrance Library|Mesquite|LEATHER|WOODY|Dry Woods Classical|['Woody Notes', 'Musk']|United States of America|Unisex|2005|The Native Americans used the wood from the Mesquite trees for incense, believing the scent would attract good spirits.|fux5xlccgmlrptei0quvsdrmzgvx7lss3ara7jpkj3bk0qztaj24c9fwpnbx-w500-q85.jpg
Guerlain|Floral Romantique|FLORAL|FLORAL|Floral Richer Orange Blossom|['Carnation', 'Lily', 'Ylang-ylang', 'Jasmine', 'Tiare', 'Benzoin', 'Cedarwood', 'Mandarin', 'Mate', 'Petitgrain', 'Ambrette Seed']|France|Female|2011|Floral Romantique is a floral tribute: the soul of flowers with only a hint of exuberance. Delicately and finely composed by Thierry Wasser, this new elixir achieves the perfect balancing act, a beautiful harmony. In this scent, the “romantic” element guides the fragrance to heartfelt beauty and longing.|hxp19tsfqnvmbqyc41ghc91l88mw59jcfwnr2bt2d7ykehlig98n8em3rx6p-w500-q85.jpg
Guerlain|Guerlain Homme L'Eau Boisée|WOODY|CITRUS|Woods Fresher|['Vetiver (India)', 'Rum', 'Aromatic Notes', 'Bergamot', 'Lime', 'Mint']|France|Male|2012|This olfactory version of Guerlain Homme arose from an encounter. That of the Guerlain Perfumer and the inhabitants of the high plateaus that overlook the city of Coimbatore in India. This is where Thierry Wasser discovered a new vetiver essence with incredible power and elegance.|ceg8vyualvwb4wb89pu7r8mxbbxcye9xixjit2l8a4wgsmcnlk21tqk1zhzj-w500-q85.jpg
Banderas|Blue Seduction Summer Essence For Women 2024|FLORAL|FRUITY|Floral Fresher Fruity|['Rose', 'Pineapple', 'Musk', 'Bergamot', 'Green Apple', 'Raspberry', 'Cinnamon', 'Patchouli']|Spain|Female|2024|Dreamy days by a turquoise sea. Salt, sand and an afternoon sorbet to cut through the heat. Romantic, sultry nights that you never want to end, a warm breeze playing on sun-kissed skin. Endless summer. Absolute freedom. Nothing to do but fall in love. She’s the freshness of sea air, the sparkling waves, the bliss of escaping into the garden shade. The combination of citrus and fruity notes brings cleanness and luminosity. At its heart, we find a feminine, floral bouquet of rose that enhances the sensuality of the perfume. The amber, woody notes and modern musk add extra character to the fragrance, bringing memories rushing back of a summer filled with romance.|ryy5mohwr6k6uny2f3gfs2lwhz99wkpfpfkq6zhsi28lfuweel7vgdbt5vg6-w500-q85.jpg
Chanel|Gardénia Eau De Parfum|FLORAL|FLORAL|Floral Fresher Gardenia|['Gardenia', 'Jasmine', 'Orange Blossom', 'Vetiver', 'Violet Leaves', 'Aldehyde', 'Pepper', 'Pineapple', 'Rose', 'Sweet Pea', 'Animalic Notes', 'Carnation', 'Musk', 'Nutmeg', 'Sandalwood']|France|Unisex|2016|The white camellia, a flower whose perfect shape makes one forget its lack of fragrance. It was the emblem of Coco Chanel, appearing here and there in her creations; on the brim of a hat, a buttonhole or a piece of jewellery. In 1925, she created a fragrance in its image and called it Gardénia.|myc7pv4ayyk1fjix84xdoafkopxed0g29dkqh02a0h6fqvx3zed1hev3gfpe-w500-q85.jpg
Santini|Daniell|LEATHER|CITRUS|Dry Woods Crisp|['Leather', 'Mint', 'Patchouli', 'Grapefruit', 'Ambergris', 'Cinnamon', 'Spicy Notes', 'Woody Notes']||Male|2018|Daniell is a strikingly masculine fragrance that will give you self-confidence at any time of the day.|qo491od1khd6bmep8hhsu72jzl5xu5vydfu0tvoivston0b9bhnp2ck1x74k-w500-q85.jpg
Oriflame|Love Potion Midnight Wish 2020|AMBERY (ORIENTAL)|CITRUS|Amber Fresher Fruity|['Coffee', 'Musk']|Sweden|Female|2020|At midnight, fantasies awaken. Seize the moment and set your burning desires free. As the clock strikes midnight, your deepest burning fantasies come to life. Make a wish at midnight: it will come true.|lt65qg17jn3x2xsx9mi2n8ut5yndwljm4nmsfqqp62hhzng5ydtu9gje4oue-w500-q85.jpg
Agent Provocateur|Lace Noir|AMBERY (ORIENTAL)|FLORAL|Soft Amber Classical|['Incense / Olibanum', 'Rose', 'Pink Pepper', 'Jasmine', 'Tonka Bean', 'Tuberose', 'Vanilla', 'Bergamot', 'Cedarwood', 'Patchouli', 'Praline']|United Kingdom|Female|2018|Inspired by our romantic silk and lace nightwear range, Nayeli, Lace Noir is a decadent new fragrance for the modern woman.|2ckvks9cm3fgwqvx7o8xy7w18omu04uy9bc15shg4b4p3tlo9nxhl02avmuv-w500-q85.jpg
Rancé 1795|Hortense|AMBERY (ORIENTAL)|FLORAL|Soft Amber Classical|['Incense / Olibanum', 'Vanilla', 'Pepper', 'Rose', 'Cinnamon', 'Bergamot', 'Cardamom', 'Cedarwood']|France|Female|2015|Hortense was the daughter of Empress Joséphine from her first marriage, and the mother of the future, Napoleon III. She was beautiful, seductive, and intelligent. She had bright blue eyes and flowing blond locks, which she liked to perfume with Dutch flowers and the spices of the East, which she loved.|fp3jzsz1czocs6d7h5yv44ankxzoupoppbhctv58tcks2chf3mt3hkdwpin5-w500-q85.jpg
Kilian|Forbidden Games|FLORAL|AMBERY (ORIENTAL)|Floral Amber Fresher Gourmand|['Rose (Bulgaria)', 'Vanilla', 'Jasmine', 'Opoponax', 'Apple', 'Cinnamon', 'Geranium', 'Peach', 'Plum']|France|Unisex|2012|Forbidden Games embodies the spirit of a temptation that leads to total abandon. Forbidden Games is a composition of fruits and spices, flowers and amber; A nectar of fruits prohibited to mortals.|gc452nbpp9lpgfefole7tos1vhd7vxl9ntu0euciquu7e6ofrm6lgnkpss2m-w500-q85.jpg
Ex Nihilo|Atlas Fever|WOODY|AMBERY (ORIENTAL)|Woody Amber Classical|['Sandalwood', 'Narcissus', 'Pink Pepper', 'Guaiac Wood', 'Incense / Olibanum', 'Tonka Bean', 'Vanilla']|France|Unisex|2019|Drawing inspiration from innovators and free thinkers with the rebellion of rock 'n' roll, the Atlas Fever eau de parfum is designed to be reminiscent of vintage guitars.|d946yxuv5ughgf3p08vulh12fn7kgntckgpoowtr1z6p4rx9rpcsvfei6ci8-w500-q85.jpg
Escada|Show Me Love 2022|FLORAL|FRUITY|Fruity Crisp|['Jasmine', 'Citruses', 'Sandalwood', 'Vanilla']||Female|2022|Show Me Love is a women's perfume with real star power, for a sophisticated blend of sensuality and gourmandise. With this bold and alluring perfume, waiting in the wings is not an option. This is your moment to pull back the curtain, step on stage and shine like a Broadway star.|2wq76yoo0sy386uqhwkkzvv08beejpygdtbyansb6dshuyu70yqfj8lnhrie-w500-q85.jpg
The Body Shop|Voyage : Fijian Water Lotus|FLORAL|WATERY|Floral Fresher Water|['Lotus', 'Gardenia', 'Rose', 'Sea Breeze', 'Mandarin', 'Musk']|United Kingdom|Female|2014|A delicate and unique scent with sheer floral accords and aquatic highlights for a breeze of fragrance straight from the Pacific.|pfubq3q3iqjfqji1qs3qauhy4365t2l3rr2lxt1in2icgw1j5pe3aswhwzzv-w500-q85.jpg
Jaquline|Chicago Beau|FLORAL|MUSK SKIN|Soft Floral Fresher Citrus|['Floral Notes', 'Musk', 'Citruses']|India|Unisex|2021|This fragrance is a blend of tantalizing notes, perfect for everyday wear and for all occasions.|wpujzux0u2r03mzsc851ea2rtc144blqzgmc2bsn9dg5ankj370r5kh55716-w500-q85.jpg
Jacadi|Jacadi Eau De Cologne|CITRUS|CITRUS|Citrus Classical|['Bergamot', 'Orange Blossom', 'Musk']|France|Unisex|2019|The first Cologne for the whole family. A modern freshness playing on the sweetness of an orange blossom bathed in musk and creamy sesame.|4fkfpldf8sradkqi6b8g397m4z6vjm9yd6ihyfqvpxbwu82tmwy2t6pkzti6-w500-q85.jpg
O Boticário|Spicy Vibe|AROMATIC FOUGERE|SPICY|Aromatic Fougère Fresher Spicy|['Geranium', 'Black Pepper', 'Sandalwood', 'Clary Sage', 'Cardamom', 'Coriander', 'Bergamot', 'Cashmeran (Woody musky)', 'Cedarwood', 'Grapefruit', 'Lemon', 'Musk', 'Patchouli', 'Vanilla']|Brazil|Male|2020|Egeo Spicy Vibe brings the perfect combination of contrasting ingredients that complement each other, resulting in explosive and intense fragrances that provoke the senses.|qo37wign1bxc5x15vvsjgqhd75bzvxhq93w73tmvykg7dabxn4i3lbf8bnbi-w500-q85.jpg
Chantecaille|Kalimantan|WOODY|AMBERY (ORIENTAL)|Woody Amber Classical|['Oud / Agarwood', 'Incense / Olibanum', 'Bergamot', 'Cedarwood', 'Ciste Labdanum', 'Sandalwood', 'Vanilla', 'Patchouli (Indonesia)', 'Rosemary', 'Thyme']|United States of America|Female|2010|Kalimantan by Chantecaille is an eternal fragrance, strong and bewitching, it is the ultimate sexy, exotic fragrance. Born from a trip to Borneo, it evokes the wild exotic forest, the brilliant silks and an era when people travelled elegant aristocratic adventures.|5nfyvtcyfxmg9e73k629i6wwwv5qsf8dzt8tyn0k3mnhbwhb5n0pgdwzx1xb-w500-q85.jpg
Avon|Vibrant Fruity|FLORAL|FRUITY|Fruity Classical|['Fruity Notes', 'Blackberry', 'Musk']|United States of America|Female|2017|As the name suggests, Scent Mix Vibrant Fruity is a perfume so delicious and enchanting, you'll want to eat it!|kkqc5ah5m1bm5zah8vgya65cfbw99t4jp6t1nvnas8f4olkhhog6k6tq5rlw-w500-q85.jpg
Agatha Ruiz De La Prada|Wow Girl! Cosmic 2020|AMBERY (ORIENTAL)|CITRUS|Amber Crisp Citrus|['Cotton Candy', 'Lemon', 'Lime', 'Iris / Orris', 'Musk', 'Patchouli', 'Peony', 'Praline']|Spain|Female|2020|Agatha Ruiz de la Prada presents the second chapter of the adventures of our favorite superheroine: Wow Girl! In this new mission, she is willing to discover new universes and live unique moments. In this second part, the protagonist of the story will take an exciting and unforgettable journey towards a utopian cosmos in which she will laugh and enjoy every day with her friends. And with Wow Girl! Cosmic, love always wins!|3bqsmnbnxrq772rbsatrtlx4q7ltr6lc9j4q3sio8k4n4h2t5do6kkkqq7lx-w500-q85.jpg
Plantes & Parfums|Éclat De Verveine|CITRUS|CITRUS|Citrus Classical|['Jasmine', 'Guaiac Wood', 'Bergamot', 'Neroli', 'Petitgrain', 'Spearmint', 'Musk']|France|Unisex|2015|A radiant freshness and a vibrant presence. Around the striking verbena are joined small green and white notes for freshness and elegance. A scent of lightness.|m4rjbt0awk70cb1q5k007ulr8k6a63og3z30c8uhx0trnfe1n4zcg5azvzen-w500-q85.jpg
Solinotes|Rose|FLORAL|FLORAL|Floral Fresher Rose|['Rose', 'Cedarwood', 'Lychee', 'Magnolia', 'Bergamot', 'Tarragon']|France|Unisex|2017|Rose by Solinotes, a sparkling juice with round and mischievous notes. An interpretation bringing modernity and freshness to the Rose, and revealing a romantic heart|3fnrkyl0mur6iwfza3wv8x7vf0eyl25smojpujj1v4h42tlodl5d87g9sftt-w500-q85.jpg
Police|Police Royal Black|WOODY|CITRUS|Woods Fresher|['Cashmeran (Woody musky)', 'Nutmeg', 'Violet', 'Cedarwood', 'Bergamot', 'Lime', 'Amber', 'Elemi', 'Jasmine', 'Patchouli', 'Clary Sage']|Italy|Male|2015|A vibrant and impactful fragrance that opens with the presence of citrus and spices, followed by a flower heart, giving the fragrance character. The woody, and musky base give persistence and diversity to the fragrance.|enlygk3wusawxljpy4jbqfyek7qeb8qbfyov1h8i1fsvxea2xrztpq2ua7pn-w500-q85.jpg
Maison Rebatchi|Bois D'Enfants|WOODY|CITRUS|Woods Crisp Citrus|['Pink Pepper', 'Rose', 'Bergamot', 'Cedarwood', 'Sandalwood', 'Freesia', 'Incense / Olibanum', 'Iris / Orris', 'Musk', 'Raspberry', 'Vanilla', 'Rose (Grasse)']||Unisex|2019|The forest of his childhood is a floral, woody, musky eau de parfum that wanders through the forest near the town of St Hilaire in the Vendée region of France, where Mr Rebatchi spent his childhood summers.|bxg7px4behnie3e3tzojwcy50sq43l27d8bzazj56dhudzu7redifix4vcxt-w500-q85.jpg
Ramón Monegal|Invisible But Cool|AROMATIC FOUGERE|CITRUS|Aromatic Fougère Fresher Citrus|['Neroli', 'Sandalwood', 'Bergamot', 'Coriander', 'Jasmine', 'Mate', 'Oakmoss', 'Violet']|Spain|Unisex|2022|You still don’t know me, and I already fascinate you. You haven’t even seen me, but you know you’re attracted to me. I master the art of subtlety, and I catch with my determination and talent. You haven’t met anyone like me. I’m 100% charisma.|m0od45qisggfnujdhtxzd132ppdsz9forqtvrdos6cdcokzipgvjfb99axru-w500-q85.jpg
Women'Secret|Eau My Délice|FLORAL|CITRUS|Floral Fresher Citrus|['Neroli', 'Tonka Bean', 'Mandarin', 'Ginger', 'Pepper', 'Pink Pepper', 'Sandalwood', 'Cedarwood (Virginia)']|Spain|Female|2016|Eau my Delice emanates the freshness of life through a fruity elixir. A fragrance that conveys optimism through the exotic touches through the perfume, bringing an explosion of joy that brings the essence of life.|m86rdwoxz85e7ly0c3a0g0yb03eckbeqef2z4dg6ulgzqccv6teie2j54xzd-w500-q85.jpg
O Boticário|Nativa Spa Queen Vanilla|FLORAL|AMBERY (ORIENTAL)|Floral Amber Fresher Gourmand|['Vanilla', 'Jasmine', 'Ylang-ylang', 'Freesia', 'Lily', 'Orchid', 'Rose', 'Amber', 'Bergamot', 'Mandarin', 'Musk', 'Sandalwood']|Brazil|Female|2019|Queen Vanilla invites you to feel life, with your skin and soul. This fragrance brings a fuller facet of vanilla, which is obtained through an exquisite process of cultivation and maturation resulting in a cologne that expresses an addictive and engaging fragrance.|f7wssp2xfikkhqqnubqguh58yzzu3u728m7ksli9bj0rn4ndxhhhqw898j6k-w500-q85.jpg
Phytoderm|Explorer|WOODY|CITRUS|Woods Fresher|['Geranium', 'Marine', 'Patchouli', 'Vetiver', 'Aldehyde', 'Tonka Bean', 'Violet Leaves']|Canada|Male|2017|This fragrance is for men driven by their instincts and looking for new challenges in every journey.|4jv6cd98m5wx8k8twq19yia5dp2xb7er06st8r3s4qbf60mo53n1hvqd5bnq-w500-q85.jpg
